attr1,attr2,attr3,attr4,attr5,attr6
0.4111380865539514,0.4132428275245818,0.1994894092081002,0.14780427096649906,0.4003115829838801,0.4280655973685798,mean_coffee
0.21086605147750762,0.22375224930596896,0.09226018863471347,0.08034640641600556,0.28530788831201853,0.22733018868667382,stddev_coffee

0.40381776677751313,0.38385943794377886,0.7314055359895353,0.7531852721483366,0.6109044444783176,0.42628991707005875,mean_box
0.2510475158324449,0.2502681921271151,0.08962590859107801,0.0951402434331257,0.14011237908877552,0.24598447938440635,stddev_box

0.3960723992893693,0.3918575511304261,0.6508734003952468,0.7686390189093235,0.47111309944437074,0.44061144079381154,mean_cookie
0.23693475905860545,0.20783069319579967,0.0697518414965952,0.06791271749938112,0.10706695396313175,0.2563601720159524,stddev_cookie

